flight_id,flight_date,month,season,day_of_week,airline,aircraft_type,origin_airport,destination_airport,route,distance_km,scheduled_departure,departure_delay_min,arrival_delay_min,actual_elapsed_min,scheduled_duration_min,delay_cause,cancelled,passengers_onboard,ticket_price_gbp,satisfaction_score
FL10462,2023-12-26,12,Winter,Tuesday,SkyWing Air,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,18:15,7.0,17.0,444.0,430,Weather,0,216.0,417.82,3.2
FL14995,2023-12-26,12,Winter,Tuesday,NovaStar,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,05:20,0.0,2.0,130.0,130,On Time,0,188.0,91.63,4.1
FL10636,2023-12-26,12,Winter,Tuesday,Atlantic Wings,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,07:00,0.0,0.0,741.0,745,On Time,0,398.0,807.82,4.7
FL14305,2023-12-26,12,Winter,Tuesday,PolarAir,Airbus A380,Birmingham,Istanbul,Birmingham → Istanbul,2680,21:30,,,,210,Weather,1,149.0,190.71,
FL10026,2023-12-26,12,Winter,Tuesday,Atlantic Wings,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,21:40,103.0,95.0,148.0,50,Weather,0,151.0,72.26,1.9
FL13126,2023-12-26,12,Winter,Tuesday,SkyWing Air,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,16:20,6.0,6.0,437.0,430,Security,0,268.0,428.94,3.4
FL14159,2023-12-26,12,Winter,Tuesday,SkyWing Air,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:55,23.0,26.0,451.0,420,Technical,0,162.0,409.43,3.1
FL13007,2023-12-26,12,Winter,Tuesday,AeroSwift,Boeing 787,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,14:25,,,,85,Late Aircraft,1,155.0,49.0,1.6
FL10683,2023-12-26,12,Winter,Tuesday,PolarAir,Boeing 787,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,15:50,0.0,15.0,767.0,745,On Time,0,63.0,794.72,4.9
FL10354,2023-12-27,12,Winter,Wednesday,CloudJet,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,12:40,6.0,0.0,433.0,430,Crew Availability,0,258.0,426.39,4.3
FL14900,2023-12-27,12,Winter,Wednesday,NovaStar,Airbus A380,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,14:15,8.0,17.0,153.0,135,Technical,0,340.0,85.54,3.8
FL11318,2023-12-27,12,Winter,Wednesday,AeroSwift,Boeing 787,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,18:50,45.0,59.0,493.0,430,Crew Availability,0,163.0,325.6,2.2
FL14330,2023-12-27,12,Winter,Wednesday,AeroSwift,Embraer E190,Manchester,Barcelona,Manchester → Barcelona,1440,17:15,16.0,9.0,147.0,130,Security,0,74.0,148.63,4.0
FL12764,2023-12-27,12,Winter,Wednesday,CloudJet,Embraer E190,Manchester,Barcelona,Manchester → Barcelona,1440,11:50,15.0,11.0,146.0,130,Late Aircraft,0,63.0,158.41,3.6
FL13825,2023-12-28,12,Winter,Thursday,SkyWing Air,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,08:20,3.0,14.0,146.0,135,Weather,0,397.0,91.95,4.1
FL13260,2023-12-28,12,Winter,Thursday,Atlantic Wings,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,15:50,0.0,0.0,52.0,50,On Time,0,72.0,52.69,4.0
FL14498,2023-12-28,12,Winter,Thursday,AeroSwift,Embraer E190,Glasgow,Dublin,Glasgow → Dublin,220,17:55,2.0,4.0,63.0,50,Crew Availability,0,344.0,49.0,3.4
FL14251,2023-12-28,12,Winter,Thursday,CloudJet,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,19:05,33.0,29.0,466.0,430,Security,0,188.0,437.76,2.2
FL13971,2023-12-28,12,Winter,Thursday,CloudJet,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,16:20,9.0,21.0,434.0,415,Security,0,347.0,430.85,3.8
FL11370,2023-12-29,12,Winter,Friday,NovaStar,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,14:35,2.0,13.0,428.0,415,Security,0,235.0,352.5,
FL12826,2023-12-29,12,Winter,Friday,AeroSwift,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,14:25,34.0,35.0,185.0,145,Weather,0,180.0,79.49,2.3
FL11616,2023-12-29,12,Winter,Friday,NovaStar,Boeing 787,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,11:10,3.0,3.0,133.0,135,Security,0,299.0,65.99,3.3
FL11564,2023-12-29,12,Winter,Friday,NovaStar,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,08:40,0.0,15.0,433.0,420,On Time,0,224.0,327.96,4.9
FL12880,2023-12-29,12,Winter,Friday,PolarAir,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,07:30,92.0,101.0,526.0,420,Late Aircraft,0,83.0,409.47,1.4
FL14583,2023-12-29,12,Winter,Friday,NovaStar,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,19:20,33.0,27.0,114.0,85,Late Aircraft,0,72.0,94.63,2.9
FL11272,2023-12-29,12,Winter,Friday,NovaStar,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,17:35,0.0,0.0,129.0,130,On Time,0,60.0,77.25,4.9
FL11614,2023-12-29,12,Winter,Friday,PolarAir,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,14:40,6.0,0.0,150.0,145,Security,0,315.0,176.8,4.0
FL10708,2023-12-29,12,Winter,Friday,PolarAir,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,15:40,10.0,12.0,106.0,85,Weather,0,199.0,49.0,3.6
FL10376,2023-12-29,12,Winter,Friday,SkyWing Air,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,10:00,51.0,55.0,185.0,130,Crew Availability,0,352.0,77.35,2.9
FL11990,2023-12-29,12,Winter,Friday,PolarAir,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,14:45,35.0,39.0,463.0,420,Technical,0,187.0,341.04,3.4
FL11514,2023-12-29,12,Winter,Friday,SkyWing Air,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,16:15,15.0,13.0,441.0,420,Air Traffic Control,0,106.0,419.13,3.7
FL12200,2023-12-30,12,Winter,Saturday,SkyWing Air,Embraer E190,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,21:40,41.0,39.0,170.0,135,Security,0,262.0,96.43,2.2
FL12969,2023-12-30,12,Winter,Saturday,SkyWing Air,Embraer E190,London Heathrow,Dubai,London Heathrow → Dubai,5490,22:15,105.0,103.0,527.0,415,Late Aircraft,0,137.0,402.15,2.1
FL14970,2023-12-30,12,Winter,Saturday,NovaStar,Boeing 787,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,10:50,21.0,27.0,458.0,430,Weather,0,79.0,371.08,3.3
FL14660,2023-12-30,12,Winter,Saturday,CloudJet,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,15:15,,,,145,Weather,1,129.0,185.12,2.5
FL10317,2023-12-30,12,Winter,Saturday,CloudJet,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,16:55,4.0,0.0,434.0,430,Late Aircraft,0,297.0,362.56,3.9
FL10562,2023-12-30,12,Winter,Saturday,CloudJet,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,22:50,3.0,17.0,106.0,85,Security,0,226.0,53.83,3.9
FL12934,2023-12-31,12,Winter,Sunday,SkyWing Air,Boeing 787,Birmingham,Istanbul,Birmingham → Istanbul,2680,06:20,1.0,8.0,221.0,210,Crew Availability,0,100.0,198.56,3.1
FL12537,2023-12-31,12,Winter,Sunday,NovaStar,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,16:50,6.0,11.0,436.0,430,Crew Availability,0,376.0,345.23,3.6
FL11200,2023-12-31,12,Winter,Sunday,NovaStar,Embraer E190,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,16:30,0.0,9.0,93.0,85,On Time,0,60.0,73.79,4.4
FL11874,2023-12-31,12,Winter,Sunday,Atlantic Wings,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,12:30,33.0,43.0,787.0,745,Late Aircraft,0,75.0,856.56,2.8
FL13237,2023-12-31,12,Winter,Sunday,Atlantic Wings,Boeing 777,Birmingham,Istanbul,Birmingham → Istanbul,2680,21:05,65.0,75.0,292.0,210,Air Traffic Control,0,336.0,201.09,2.8
FL13287,2023-12-31,12,Winter,Sunday,SkyWing Air,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,19:55,11.0,25.0,451.0,430,Air Traffic Control,0,230.0,467.68,4.3
FL12737,2023-12-31,12,Winter,Sunday,AeroSwift,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,07:25,66.0,65.0,215.0,145,Weather,0,378.0,66.64,2.5
FL11330,2023-12-31,12,Winter,Sunday,SkyWing Air,Airbus A380,Manchester,Barcelona,Manchester → Barcelona,1440,13:15,19.0,25.0,162.0,130,Air Traffic Control,0,242.0,126.69,3.8
FL13841,2023-12-31,12,Winter,Sunday,SkyWing Air,,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,18:35,0.0,0.0,132.0,135,On Time,0,93.0,108.37,3.9
FL10219,2024-01-01,1,Winter,Monday,AeroSwift,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,07:10,0.0,15.0,449.0,430,On Time,0,125.0,274.95,4.0
FL10900,2024-01-01,1,Winter,Monday,SkyWing Air,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,22:55,13.0,22.0,166.0,145,Security,0,109.0,149.88,4.5
FL12014,2024-01-01,1,Winter,Monday,CloudJet,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,13:20,15.0,14.0,153.0,135,Crew Availability,0,399.0,102.9,3.8
FL11598,2024-01-01,1,Winter,Monday,Atlantic Wings,Embraer E190,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,08:20,5.0,20.0,769.0,745,Weather,0,353.0,713.06,3.7
FL14789,2024-01-02,1,Winter,Tuesday,PolarAir,Airbus A380,Birmingham,Istanbul,Birmingham → Istanbul,2680,15:25,20.0,13.0,226.0,210,Crew Availability,0,70.0,183.52,3.7
FL11700,2024-01-02,1,Winter,Tuesday,AeroSwift,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,17:20,9.0,24.0,454.0,430,Late Aircraft,0,387.0,287.93,3.9
FL13567,2024-01-02,1,Winter,Tuesday,AeroSwift,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,22:45,8.0,3.0,50.0,50,Late Aircraft,0,139.0,53.4,4.1
FL11379,2024-01-02,1,Winter,Tuesday,PolarAir,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,10:20,17.0,15.0,154.0,135,Late Aircraft,0,281.0,70.91,3.7
FL14854,2024-01-02,1,Winter,Tuesday,CloudJet,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,11:30,57.0,71.0,201.0,135,Weather,0,206.0,115.7,2.7
FL11280,2024-01-03,1,Winter,Wednesday,AeroSwift,Embraer E190,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,12:15,7.0,5.0,149.0,145,Weather,0,317.0,63.13,3.1
FL12052,2024-01-03,1,Winter,Wednesday,NovaStar,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,06:45,0.0,9.0,67.0,50,On Time,0,94.0,49.0,4.8
FL10408,2024-01-03,1,Winter,Wednesday,CloudJet,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,21:00,41.0,53.0,489.0,430,Weather,0,333.0,358.05,3.3
FL10978,2024-01-03,1,Winter,Wednesday,Atlantic Wings,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,10:40,12.0,9.0,159.0,145,Weather,0,319.0,157.01,4.4
FL10390,2024-01-03,1,Winter,Wednesday,SkyWing Air,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,05:15,17.0,27.0,167.0,135,Late Aircraft,0,255.0,92.91,3.6
FL14304,2024-01-03,1,Winter,Wednesday,NovaStar,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,22:45,3.0,3.0,157.0,145,Technical,0,147.0,98.57,3.8
FL10584,2024-01-04,1,Winter,Thursday,PolarAir,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,15:35,57.0,68.0,821.0,745,Crew Availability,0,139.0,672.61,3.2
FL10963,2024-01-04,1,Winter,Thursday,CloudJet,Boeing 737,Birmingham,Istanbul,Birmingham → Istanbul,2680,12:25,8.0,15.0,221.0,210,Late Aircraft,0,328.0,209.66,3.6
FL10505,2024-01-04,1,Winter,Thursday,PolarAir,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,08:20,24.0,18.0,158.0,130,Crew Availability,0,126.0,70.16,3.3
FL10391,2024-01-04,1,Winter,Thursday,PolarAir,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,17:50,64.0,56.0,181.0,130,Weather,0,133.0,97.67,3.1
FL14657,2024-01-04,1,Winter,Thursday,NovaStar,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,22:50,0.0,0.0,750.0,745,On Time,0,201.0,553.71,4.8
FL13178,2024-01-04,1,Winter,Thursday,AeroSwift,Airbus A380,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,10:05,40.0,39.0,454.0,420,Security,0,62.0,325.27,2.4
FL11998,2024-01-04,1,Winter,Thursday,SkyWing Air,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,08:45,45.0,45.0,475.0,430,Weather,0,319.0,329.14,3.3
FL14219,2024-01-04,1,Winter,Thursday,AeroSwift,Embraer E190,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,17:50,11.0,8.0,158.0,145,Air Traffic Control,0,186.0,89.82,4.2
FL14084,2024-01-04,1,Winter,Thursday,NovaStar,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,14:10,0.0,3.0,758.0,745,On Time,0,86.0,556.55,4.2
FL12246,2024-01-04,1,Winter,Thursday,Atlantic Wings,Boeing 787,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,14:30,0.0,13.0,144.0,135,On Time,0,265.0,141.01,4.3
FL13715,2024-01-04,1,Winter,Thursday,PolarAir,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,07:20,20.0,18.0,448.0,430,Technical,0,177.0,305.04,4.3
FL12995,2024-01-04,1,Winter,Thursday,PolarAir,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,09:50,18.0,15.0,146.0,135,Air Traffic Control,0,411.0,96.35,3.9
FL13271,2024-01-05,1,Winter,Friday,AeroSwift,Airbus A380,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,12:55,0.0,0.0,82.0,85,On Time,0,76.0,49.0,3.9
FL13511,2024-01-05,1,Winter,Friday,Atlantic Wings,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,21:00,118.0,129.0,265.0,130,Late Aircraft,0,237.0,120.27,2.3
FL14195,2024-01-05,1,Winter,Friday,SkyWing Air,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,21:05,17.0,22.0,113.0,85,Crew Availability,0,197.0,49.0,3.3
FL14538,2024-01-05,1,Winter,Friday,PolarAir,Boeing 787,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,08:30,0.0,6.0,748.0,745,On Time,0,89.0,668.41,4.8
FL13713,2024-01-05,1,Winter,Friday,Atlantic Wings,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,15:15,24.0,19.0,166.0,145,Late Aircraft,0,131.0,141.09,3.0
FL12453,2024-01-05,1,Winter,Friday,CloudJet,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,17:10,,,,145,Weather,1,411.0,79.59,2.0
FL11209,2024-01-05,1,Winter,Friday,AeroSwift,Boeing 787,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,12:55,0.0,0.0,142.0,145,On Time,0,302.0,90.3,3.9
FL12414,2024-01-05,1,Winter,Friday,CloudJet,Airbus A380,Birmingham,Istanbul,Birmingham → Istanbul,2680,10:45,5.0,0.0,206.0,210,Late Aircraft,0,353.0,205.55,4.3
FL13589,2024-01-05,1,Winter,Friday,NovaStar,Embraer E190,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,17:45,0.0,0.0,137.0,135,On Time,0,201.0,93.98,4.1
FL12484,2024-01-06,1,Winter,Saturday,Atlantic Wings,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,21:50,124.0,120.0,256.0,130,Technical,0,76.0,166.66,1.1
FL14519,2024-01-06,1,Winter,Saturday,SkyWing Air,,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:45,0.0,0.0,426.0,420,On Time,0,185.0,373.51,4.3
FL12912,2024-01-06,1,Winter,Saturday,SkyWing Air,Airbus A380,Glasgow,Dublin,Glasgow → Dublin,220,07:30,39.0,31.0,89.0,50,Security,0,156.0,53.14,2.6
FL12834,2024-01-06,1,Winter,Saturday,SkyWing Air,Boeing 787,Birmingham,Istanbul,Birmingham → Istanbul,2680,07:50,0.0,7.0,220.0,210,On Time,0,64.0,145.82,4.5
FL12727,2024-01-06,1,Winter,Saturday,PolarAir,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,22:50,0.0,0.0,418.0,415,On Time,0,195.0,381.76,4.9
FL10443,2024-01-06,1,Winter,Saturday,NovaStar,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,19:20,35.0,42.0,185.0,145,Crew Availability,0,251.0,114.94,2.8
FL13197,2024-01-06,1,Winter,Saturday,NovaStar,Boeing 737,Birmingham,Istanbul,Birmingham → Istanbul,2680,20:55,29.0,32.0,241.0,210,Late Aircraft,0,,152.23,
FL11285,2024-01-06,1,Winter,Saturday,SkyWing Air,Boeing 777,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,08:20,0.0,0.0,144.0,135,On Time,0,280.0,73.07,4.3
FL12461,2024-01-06,1,Winter,Saturday,SkyWing Air,Boeing 787,Bristol,Malaga,Bristol → Malaga,1620,05:35,17.0,24.0,165.0,145,Security,0,106.0,80.51,4.2
FL12188,2024-01-07,1,Winter,Sunday,SkyWing Air,Airbus A380,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,09:00,0.0,0.0,437.0,430,On Time,0,283.0,441.39,4.3
FL14759,2024-01-07,1,Winter,Sunday,PolarAir,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,16:15,0.0,13.0,145.0,130,On Time,0,116.0,54.44,4.3
FL14318,2024-01-07,1,Winter,Sunday,NovaStar,Embraer E190,London Heathrow,Dubai,London Heathrow → Dubai,5490,07:45,53.0,64.0,484.0,415,Security,0,243.0,253.69,2.2
FL10335,2024-01-08,1,Winter,Monday,NovaStar,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,07:05,0.0,9.0,101.0,85,On Time,0,157.0,50.32,4.4
FL14439,2024-01-08,1,Winter,Monday,PolarAir,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,05:25,17.0,21.0,446.0,430,Air Traffic Control,0,263.0,341.87,3.3
FL13835,2024-01-08,1,Winter,Monday,NovaStar,Airbus A380,Bristol,Malaga,Bristol → Malaga,1620,05:30,19.0,31.0,177.0,145,Security,0,84.0,51.1,3.3
FL10838,2024-01-08,1,Winter,Monday,PolarAir,Boeing 787,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,22:50,81.0,86.0,229.0,145,Weather,0,134.0,136.81,3.3
FL12584,2024-01-09,1,Winter,Tuesday,NovaStar,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,18:00,0.0,10.0,99.0,85,On Time,0,104.0,49.0,4.0
FL12326,2024-01-09,1,Winter,Tuesday,Atlantic Wings,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,21:30,0.0,0.0,80.0,85,On Time,0,221.0,97.65,4.4
FL12848,2024-01-09,1,Winter,Tuesday,AeroSwift,Embraer E190,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,22:10,0.0,13.0,759.0,745,On Time,0,117.0,593.34,
FL13111,2024-01-09,1,Winter,Tuesday,PolarAir,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,07:15,15.0,14.0,158.0,135,Late Aircraft,0,223.0,142.59,3.9
FL12794,2024-01-09,1,Winter,Tuesday,CloudJet,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,08:05,12.0,10.0,752.0,745,Late Aircraft,0,300.0,690.58,4.3
FL12716,2024-01-09,1,Winter,Tuesday,CloudJet,Boeing 777,Glasgow,Dublin,Glasgow → Dublin,220,17:10,78.0,81.0,130.0,50,Air Traffic Control,0,413.0,49.0,2.8
FL14670,2024-01-10,1,Winter,Wednesday,NovaStar,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,12:05,4.0,2.0,151.0,145,Air Traffic Control,0,373.0,97.35,3.3
FL12772,2024-01-10,1,Winter,Wednesday,AeroSwift,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,06:20,0.0,13.0,430.0,415,On Time,0,348.0,318.41,4.4
FL12463,2024-01-10,1,Winter,Wednesday,Atlantic Wings,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,21:50,72.0,75.0,497.0,415,Crew Availability,0,147.0,419.0,3.2
FL10125,2024-01-10,1,Winter,Wednesday,SkyWing Air,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,22:40,84.0,93.0,835.0,745,Air Traffic Control,0,257.0,749.3,2.8
FL12197,2024-01-10,1,Winter,Wednesday,Atlantic Wings,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,09:20,1.0,8.0,61.0,50,Technical,0,274.0,49.0,3.7
FL12059,2024-01-10,1,Winter,Wednesday,Atlantic Wings,Boeing 787,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,18:40,45.0,53.0,481.0,430,Late Aircraft,0,339.0,360.14,3.2
FL10113,2024-01-11,1,Winter,Thursday,CloudJet,Boeing 787,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,10:00,6.0,19.0,770.0,745,Late Aircraft,0,250.0,612.83,3.7
FL11597,2024-01-11,1,Winter,Thursday,NovaStar,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,16:30,0.0,10.0,135.0,130,On Time,0,280.0,49.0,4.8
FL12397,2024-01-11,1,Winter,Thursday,Atlantic Wings,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,22:00,15.0,15.0,155.0,145,Weather,0,415.0,124.92,4.5
FL12648,2024-01-11,1,Winter,Thursday,Atlantic Wings,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,05:50,0.0,11.0,148.0,130,On Time,0,73.0,99.73,4.6
FL13199,2024-01-11,1,Winter,Thursday,Atlantic Wings,Embraer E190,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,16:00,58.0,62.0,806.0,745,Security,0,400.0,745.34,
FL12791,2024-01-11,1,Winter,Thursday,PolarAir,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,07:05,6.0,16.0,167.0,145,Weather,0,301.0,83.59,3.1
FL13060,2024-01-11,1,Winter,Thursday,NovaStar,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,09:00,31.0,35.0,179.0,135,Air Traffic Control,0,246.0,84.61,2.5
FL10626,2024-01-11,1,Winter,Thursday,AeroSwift,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,09:00,69.0,73.0,129.0,50,Technical,0,117.0,50.94,2.5
FL11077,2024-01-11,1,Winter,Thursday,Atlantic Wings,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,10:30,105.0,99.0,244.0,135,Technical,0,253.0,99.78,1.0
FL12649,2024-01-12,1,Winter,Friday,AeroSwift,Airbus A380,Bristol,Malaga,Bristol → Malaga,1620,11:00,30.0,30.0,184.0,145,Technical,0,273.0,92.37,3.3
FL12987,2024-01-12,1,Winter,Friday,CloudJet,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,18:50,19.0,15.0,62.0,50,Technical,0,269.0,49.0,4.5
FL14257,2024-01-12,1,Winter,Friday,AeroSwift,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,09:35,6.0,0.0,435.0,430,Weather,0,,267.82,4.4
FL13837,2024-01-12,1,Winter,Friday,SkyWing Air,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,07:40,12.0,26.0,160.0,130,Technical,0,67.0,72.76,4.3
FL12086,2024-01-12,1,Winter,Friday,Atlantic Wings,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,13:45,24.0,19.0,437.0,415,Technical,0,128.0,384.39,3.8
FL14233,2024-01-12,1,Winter,Friday,Atlantic Wings,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,06:25,5.0,18.0,72.0,50,Air Traffic Control,0,352.0,49.0,3.6
FL10835,2024-01-13,1,Winter,Saturday,Atlantic Wings,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,15:55,77.0,79.0,168.0,85,Technical,0,93.0,49.0,3.3
FL12692,2024-01-13,1,Winter,Saturday,Atlantic Wings,Embraer E190,Glasgow,Dublin,Glasgow → Dublin,220,13:20,22.0,29.0,86.0,50,Weather,0,355.0,49.0,4.1
FL11052,2024-01-13,1,Winter,Saturday,AeroSwift,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,11:15,,,,420,Air Traffic Control,1,68.0,335.96,2.5
FL10758,2024-01-13,1,Winter,Saturday,SkyWing Air,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,12:45,,,,135,Security,1,168.0,123.18,2.2
FL11682,2024-01-13,1,Winter,Saturday,PolarAir,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,20:30,18.0,12.0,754.0,745,Technical,0,79.0,669.93,4.4
FL13088,2024-01-14,1,Winter,Sunday,Atlantic Wings,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,07:55,,,,210,Crew Availability,1,91.0,210.27,1.3
FL11605,2024-01-14,1,Winter,Sunday,PolarAir,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,21:45,24.0,24.0,154.0,135,Late Aircraft,0,407.0,92.11,3.5
FL13712,2024-01-14,1,Winter,Sunday,Atlantic Wings,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,19:20,,,,130,Technical,1,194.0,151.73,2.5
FL13273,2024-01-14,1,Winter,Sunday,NovaStar,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,14:05,6.0,4.0,93.0,85,Air Traffic Control,0,249.0,67.87,3.6
